country_id,fatalities
8,10
46,1
31,0
44,2
11,0
27,11
8,2
38,0
4,1
46,3
24,3
38,1
18,0
38,0
8,2
46,7
1,3
48,0
8,0
11,0
8,0
29,0
39,0
1,0
4,4
8,0
45,13
11,4
19,1
11,0
21,1
8,0
6,0
4,65
48,0
8,0
22,0
46,0
39,0
27,11
33,0
8,3
38,0
35,0
46,3
6,10
48,2
16,0
4,3
8,3
22,0
39,0
4,0
35,0
21,0
33,0
17,1
45,2
48,0
48,0
44,1
39,0
11,0
46,0
8,2
43,0
31,10
11,1
8,0
11,2
4,0
14,0
4,2
38,0
8,3
38,0
27,0
44,4
44,5
11,1000
48,0
3,0
48,0
35,0
2,0
8,0
22,0
24,0
22,1
16,0
21,0
38,0
16,1
18,0
11,19
8,3
46,0
4,0
31,200
21,0
24,0
8,0
8,1
11,0
16,2
24,0
16,0
27,0
48,0
27,8
8,0
36,0
48,6
38,0
12,0
39,0
24,2
48,0
8,3
9,2
36,1
27,2
22,0
8,0
4,2
45,5
22,0
31,4
8,1
1,1
48,0
39,0
8,0
4,0
16,0
8,0
22,0
17,0
39,0
39,0
35,0
31,0
11,0
31,0
22,0
22,0
7,0
11,5
10,1
44,0
4,0
44,2
11,1
4,0
36,0
8,0
48,0
45,1
8,0
11,0
48,1
6,140
6,0
4,0
21,0
24,0
45,0
24,0
38,0
48,0
21,0
35,23
44,0
5,0
6,5
8,0
44,0
4,41
42,0
46,0
48,1
9,0
45,0
4,0
4,60
44,0
22,0
48,3
48,0
39,0
11,0
8,0
46,0
17,0
8,0
16,0
31,0
36,0
38,0
6,150
39,0
27,0
7,0
6,0
9,7
8,2
43,0
27,0
28,0
47,0
6,2
27,0
16,0
8,0
46,4
16,1
11,0
2,0
11,5
5,0
24,0
21,0
24,0
39,0
15,0
48,0
11,0
8,1
48,1
39,0
27,0
8,5
16,1
8,2
38,1
11,2
45,7
16,7
38,0
44,9
11,0
8,0
44,0
8,0
8,0
17,0
48,0
28,0
4,0
27,0
39,0
48,0
38,0
7,6
27,0
45,2
27,0
48,7
8,0
42,0
17,0
9,37
35,0
35,0
8,1
9,0
48,0
38,0
38,0
22,0
9,0
8,6
48,0
48,0
38,0
21,0
11,3
4,0
22,0
11,1
38,0
4,13
22,0
8,0
21,0
48,0
16,2
39,0
22,0
38,3
33,1
45,3
22,0
24,1
4,0
3,0
8,0
4,0
48,0
38,0
8,0
22,0
39,0
8,0
8,1
27,0
28,0
16,0
48,0
39,0
9,0
8,0
46,1
38,0
8,0
17,0
26,0
8,1
24,0
18,0
46,6
11,0
48,0
43,0
8,0
39,0
11,1
48,0
46,1
31,0
3,0
35,6
4,0
4,0
38,0
27,3
31,0
48,3
8,1
45,0
39,0
21,0
46,3
48,0
4,0
8,0
39,0
39,0
38,0
44,1
34,0
38,0
8,0
48,0
48,0
11,0
45,0
16,21
8,1
6,0
38,0
27,1
48,0
22,0
39,0
8,3
21,0
35,0
45,0
8,0
46,38
38,0
46,0
48,0
24,2
11,0
4,8
16,1
8,0
44,0
18,1
39,0
44,0
4,0
38,0
44,5
15,1
38,0
4,2
11,1
39,0
35,0
4,0
35,0
27,0
48,57
48,0
16,0
21,0
38,2
46,0
38,0
38,0
8,1
36,0
8,1
46,0
35,0
6,2
21,0
27,0
47,0
24,0
39,0
4,5
48,0
48,25000
44,3
35,0
44,0
25,1
11,1
48,0
48,5
8,0
38,0
38,0
6,0
12,2
4,0
8,1
6,5
24,0
21,0
35,0
2,0
8,1
48,0
45,4
16,8
8,0
24,0
46,0
22,0
21,0
44,0
48,0
48,0
11,2
48,0
44,10
35,0
9,0
8,7
8,0
36,0
6,5
11,1
8,0
44,2
21,0
8,0
48,0
44,12
8,0
38,0
8,0
11,0
39,0
16,4
16,0
31,0
48,25
44,2
24,1
48,0
46,0
8,1
48,0
46,10
48,0
39,0
38,0
27,1
44,10
44,0
8,0
17,0
48,0
21,0
6,0
9,0
3,0
22,0
22,0
46,0
21,0
48,0
48,0
11,0
21,0
8,0
11,58
48,0
11,40
11,1
8,0
38,0
9,0
27,0
48,0
1,11
8,0
29,0
8,2
8,0
8,1
46,0
27,0
46,0
24,3
16,3
27,4
22,0
48,0
48,1
44,0
31,0
11,3
8,0
7,16
6,0
8,1
8,0
48,0
18,0
3,1
11,0
8,1
24,0
11,10
11,0
45,0
48,23
4,0
48,0
48,0
48,0
8,0
47,0
16,0
46,2
21,0
8,1
45,1
28,0
48,0
16,3
48,150
48,0
6,16
21,0
38,0
48,18
22,0
21,0
31,67
39,0
21,0
21,2
46,1
38,0
8,0
25,0
4,70
11,6
11,4
4,0
24,0
4,0
33,0
38,0
8,1
46,2
48,0
8,0
9,10
38,0
46,0
8,0
43,0
46,1
11,4
9,20
46,0
8,0
16,21
21,0
11,0
45,0
39,0
45,0
19,0
9,0
8,0
35,0
29,0
9,0
11,1
8,0
49,0
33,1
45,2
23,3
22,0
8,0
35,1000
43,0
45,76
46,1
15,1
7,0
8,0
22,0
38,0
11,5
22,0
8,0
48,60
48,0
39,0
21,0
39,0
46,2
8,2
35,4
48,0
38,0
8,0
27,0
11,1
22,0
44,0
28,0
35,1000
11,0
38,0
44,10
26,0
17,0
44,0
48,0
9,0
11,0
48,1
4,4
38,0
4,0
38,0
8,0
22,0
35,0
39,0
42,4
45,5
39,0
35,0
15,0
46,0
8,2
44,0
8,10
38,0
44,0
8,0
30,0
46,0
25,0
35,0
21,0
4,0
21,0
22,0
11,30
16,0
8,0
8,1
48,2
4,0
38,2
46,1
38,0
39,0
24,0
8,3
4,1
29,0
44,1
1,0
48,0
9,7
48,0
45,0
8,0
38,0
38,0
48,0
11,10
11,0
31,0
8,30
31,0
28,0
48,0
16,0
22,0
8,23
8,1
46,4
45,0
4,0
46,0
45,1
8,0
22,0
8,1
22,0
16,12
4,2
8,5
21,0
27,0
46,1
45,0
17,0
24,0
46,0
45,0
48,2
16,1
4,0
31,3
26,0
44,0
38,4
48,0
4,0
44,0
9,8
8,0
12,0
21,0
20,0
6,21
21,0
46,2
8,0
46,0
21,0
4,0
39,0
38,0
4,10
21,0
48,0
8,10
8,0
11,2
33,0
8,0
27,0
46,6
48,57
17,2
11,0
22,0
48,0
4,30
24,1
39,0
11,5
48,0
35,4
10,0
8,6
46,3
28,0
39,0
39,0
17,0
9,0
8,0
8,0
1,0
11,0
8,0
11,0
21,0
8,0
7,16
31,0
11,1
5,0
33,0
48,4
44,0
24,2
27,0
38,0
7,0
24,0
23,10
44,1
4,4
44,3
39,0
11,19
39,0
13,0
11,10
2,0
8,1
8,0
8,1
10,0
6,0
45,0
8,0
11,0
45,0
45,2
8,0
24,0
8,1
11,6
22,0
7,27
31,0
8,0
24,0
33,40
35,0
4,0
31,0
44,4
31,0
21,0
12,2
46,1
48,3
13,0
38,0
5,0
21,0
22,0
16,0
11,0
21,0
8,0
21,0
8,0
21,0
27,0
22,0
46,1
39,0
17,0
31,0
22,0
48,0
35,6
4,0
8,0
16,0
8,1
9,0
8,0
33,11
39,0
4,2
46,0
35,0
4,2
46,0
21,0
21,0
48,0
27,0
21,0
8,40
4,70
4,0
10,0
11,0
45,0
4,0
27,1
26,0
21,0
8,0
26,0
8,0
38,0
21,0
34,1
48,0
4,0
4,0
8,0
21,0
8,0
13,0
8,3
1,0
46,0
35,0
9,0
21,0
33,0
46,0
45,12
38,0
48,0
21,0
44,0
35,25
24,0
11,4
6,30
11,0
33,6
48,0
9,2
48,0
11,0
8,1
39,0
39,0
8,0
4,10
46,0
39,0
17,0
4,0
45,13
5,5
1,0
15,0
39,0
22,0
22,0
8,1
27,1
17,0
15,2
44,0
4,2
24,1
8,1
21,0
4,0
8,0
35,0
43,0
22,0
48,13
44,0
39,0
44,7
11,0
39,0
38,0
39,0
45,0
22,0
35,0
44,0
8,0
21,0
21,0
30,0
4,0
16,13
24,0
4,0
44,0
35,31
4,0
25,0
27,0
35,0
11,0
48,1
21,0
8,2
48,1
21,0
8,1
4,3
15,12
38,0
31,1
43,0
13,0
48,4
48,19
8,0
4,0
8,1
8,0
11,0
48,0
4,1
11,2
16,1
6,0
17,0
16,0
44,0
4,0
11,0
15,1
6,0
6,0
8,0
8,3
35,20
48,0
8,0
3,0
22,0
8,0
8,2
44,0
11,6
39,0
18,0
38,0
24,0
24,0
39,0
16,0
11,0
11,10
28,0
39,0
34,0
24,6
14,0
46,0
18,0
11,1
8,0
22,0
8,0
45,0
46,3
8,0
48,0
22,0
45,0
31,0
6,3
13,0
16,0
11,3
21,0
8,0
48,0
3,0
3,0
8,0
8,0
22,0
48,37
21,0
46,0
27,0
27,1
27,1
8,0
34,0
21,0
48,0
31,0
6,19
8,1
8,6
48,2
21,0
21,2
11,0
33,0
38,0
38,0
4,99
38,0
8,0
48,1
4,124
39,0
27,0
16,4
33,0
5,1
38,0
46,10
18,0
31,3
8,0
48,0
44,22
8,1
22,0
46,0
48,0
4,21
16,0
9,0
5,3
33,0
11,156
15,4
48,0
38,1
22,0
48,0
24,0
21,0
31,2
22,0
11,3
8,0
4,0
39,0
18,2
8,0
47,1
8,0
16,36
21,0
5,0
16,2
16,2
48,0
44,3
24,0
4,7
8,0
27,0
31,0
21,0
21,0
48,0
11,56
11,0
35,0
10,0
2,1
48,1
33,0
8,0
44,5
4,0
35,3
27,0
39,2
8,2
38,0
39,0
8,0
44,0
48,0
39,2
8,0
38,0
38,2
46,0
4,2
8,0
8,0
46,1
31,0
8,2
48,0
48,0
4,1
46,1
8,0
11,4
12,0
6,14
48,0
8,0
42,0
8,1
8,0
46,0
39,0
8,1
48,0
39,0
45,0
38,0
46,0
16,14
11,0
24,7
24,6
11,0
24,13
48,40
8,2
46,2
22,0
8,0
35,0
35,1
48,0
46,0
46,0
4,3
9,0
39,0
39,0
8,0
21,0
38,1
16,3
39,1
8,0
11,0
8,1
11,0
4,0
44,3
22,0
38,0
42,0
22,0
43,0
10,0
7,0
8,0
11,2
35,0
46,0
9,0
22,0
31,1
8,0
13,0
35,2
38,0
43,0
43,0
8,0
8,0
8,1
31,0
8,1
4,0
8,0
8,0
43,0
27,0
4,1
22,0
8,0
45,0
48,13
4,0
8,0
6,30
22,0
42,0
17,0
48,0
4,0
11,8
39,0
23,26
24,0
4,18
48,0
11,0
48,0
48,2
42,0
38,0
39,0
11,0
11,4
27,0
20,0
8,0
43,0
43,0
6,0
47,2
8,0
38,0
48,0
8,0
48,0
6,0
21,0
6,4
38,0
11,0
48,0
4,0
8,0
21,0
46,1
11,0
16,19
11,0
48,5
24,0
21,0
9,0
11,0
21,0
4,1
6,0
48,1
4,0
4,6
6,0
8,1
9,5
4,0
16,0
45,8
21,0
46,0
4,0
8,30
4,0
11,6
24,0
22,0
8,1
8,1
8,1
11,2
24,0
44,4
27,0
46,6
8,5
8,0
48,17
6,26
9,10
6,34
38,0
9,1
13,0
8,3
39,0
24,5
48,4
11,0
4,7
6,2
6,0
9,1
28,0
8,0
46,1
3,0
8,0
8,0
8,0
8,0
45,3
46,0
24,0
46,0
47,4
8,5
8,13
11,2
21,0
38,4
39,0
48,10
48,150
24,0
42,0
22,0
38,0
48,30
13,0
39,0
24,0
22,0
26,0
32,0
11,0
22,0
46,2
39,0
11,0
39,0
22,0
42,0
44,0
8,2
11,0
27,3
11,0
10,0
4,0
46,0
21,0
26,0
22,0
44,0
39,0
21,0
39,0
44,0
27,10
27,8
43,0
8,1
43,0
48,0
23,0
8,0
39,0
8,0
26,0
16,0
48,0
9,0
46,3
5,0
8,0
8,0
45,4
11,1
4,0
39,0
4,0
11,1
13,2
24,0
38,0
11,0
8,10
22,0
8,0
24,4
35,0
1,0
46,0
24,1
39,0
45,2
15,1
8,0
8,0
48,9
18,0
44,8
33,0
8,5
24,0
11,0
4,22
8,1
18,0
39,0
4,0
8,0
38,0
47,0
48,0
1,30
16,0
46,0
16,0
8,0
11,3
1,0
38,4
22,0
6,5
5,0
46,0
48,0
33,0
21,0
15,0
33,0
24,0
22,0
8,1
6,0
39,0
45,0
24,0
11,0
21,0
33,0
21,0
21,0
28,0
38,2
24,0
11,0
8,0
45,0
24,0
46,0
8,0
11,0
11,6
45,1
24,0
21,0
35,0
21,0
11,9
4,1
11,0
28,0
39,0
28,0
48,10
35,0
43,0
35,0
8,0
8,1
47,0
8,0
4,50
6,0
39,0
8,0
21,0
4,0
11,12
28,0
11,0
24,4
44,0
12,0
38,5
22,0
3,0
16,0
45,0
8,4
46,1
22,0
24,0
8,1
48,1
3,0
39,0
38,1
48,0
11,0
33,0
48,0
24,0
24,0
11,0
11,6
22,0
9,0
23,0
3,0
46,0
31,0
11,2
4,0
8,0
35,0
45,11
42,6
21,0
27,0
38,0
4,30
3,0
8,0
11,2
31,0
48,0
46,0
44,0
11,3
21,0
48,0
4,1
6,0
28,0
48,0
22,0
5,3
4,0
45,17
15,0
17,0
16,1
6,0
46,1
4,0
18,0
38,0
43,0
8,0
8,1
44,0
45,1
22,0
27,0
43,0
21,0
21,0
8,2
43,0
38,0
31,0
16,5
48,0
8,0
16,2
39,0
39,0
44,0
11,0
39,0
21,0
46,0
48,0
38,1
11,1
4,0
9,0
48,2
22,0
48,0
22,0
24,1
8,0
43,10
20,0
6,4
8,1
3,0
20,0
48,0
17,0
4,0
39,0
48,0
35,1000
21,0
4,9
44,3
27,0
48,0
19,1
24,3
8,0
8,0
11,0
24,0
29,0
8,1
38,0
38,0
39,0
48,40
4,11
35,1
11,0
8,0
35,67
38,0
38,0
22,0
1,0
46,0
11,0
8,0
4,0
11,0
43,0
4,22
22,0
11,0
24,0
48,1
11,12
21,0
3,0
3,0
8,0
46,0
28,0
39,0
8,1
27,0
39,0
8,0
33,0
48,0
8,0
46,0
8,0
22,0
8,0
44,17
8,1
46,1
43,0
9,0
21,0
23,0
18,0
39,0
39,0
48,0
46,0
45,0
44,2
22,0
4,0
44,0
11,1
4,2
38,0
39,0
11,2
8,0
48,0
16,1
48,0
44,0
31,0
44,1
13,0
42,0
38,0
8,1
11,0
8,0
3,0
39,0
8,2
24,0
48,0
16,0
35,0
9,0
21,0
39,3
45,0
8,10
48,0
24,1
16,0
45,6
44,1
46,0
46,0
4,0
15,0
39,0
8,21
35,0
45,0
38,1
48,0
48,0
8,0
4,1
24,0
8,4
48,1
48,2
35,20
22,0
44,5
48,3
46,0
11,0
21,0
17,0
4,18
39,0
4,1
8,0
39,0
21,0
26,0
44,3
16,18
22,0
8,0
35,0
4,0
48,0
24,0
24,0
31,1
38,5
5,0
22,0
16,2
48,10
39,1
35,0
44,0
4,11
27,1
46,0
24,0
8,3
48,0
11,0
35,20
11,2
24,0
21,0
39,0
45,1
9,5
21,1
43,0
31,0
8,0
48,0
36,1
7,0
13,0
8,0
16,23
21,0
21,0
21,0
48,0
38,1
11,0
33,2
45,3
16,0
8,0
11,1
24,1
4,8
9,0
9,0
8,0
4,10
22,0
44,0
4,19
17,0
35,1000
5,0
4,0
35,0
48,0
30,0
16,13
44,10
39,0
27,0
3,0
11,0
6,2
48,0
43,0
16,1
8,0
11,0
22,0
38,1
8,0
28,0
43,0
22,0
48,0
24,0
24,1
11,0
38,0
29,0
4,1
22,0
21,0
48,1
8,1
48,0
46,0
4,0
39,0
38,0
13,0
45,40
21,0
39,0
46,0
4,0
8,0
8,4
22,0
38,0
44,6
17,0
4,0
38,0
46,0
28,0
39,0
11,6
8,1
45,9
26,0
22,0
17,0
10,0
22,0
4,0
38,1
8,5
4,0
48,0
4,6
26,3
6,12
38,0
38,0
39,0
38,13
22,0
27,0
48,0
11,0
45,12
6,21
48,0
1,0
44,0
46,0
35,0
8,0
8,0
8,3
6,44
34,0
8,0
21,10
15,0
11,2
31,0
4,0
8,1
46,0
17,0
46,0
4,1
11,0
38,0
4,2
8,0
22,0
36,0
46,1
22,0
4,0
3,0
38,0
8,2
11,0
8,0
44,2
39,0
8,0
8,0
35,0
4,0
29,0
39,0
8,2
21,0
45,0
22,0
8,0
35,0
21,0
8,0
18,3
38,0
8,4
39,0
8,0
33,0
1,0
4,2
39,0
38,0
43,0
4,1
3,0
9,0
44,5
22,0
39,0
8,0
11,4
6,1
8,0
27,0
11,0
11,0
21,0
8,0
39,0
8,1
44,0
22,0
4,1000
8,0
8,0
4,7
1,0
48,0
46,0
8,0
29,0
4,1000
39,2
5,0
48,28
38,0
16,0
24,1
21,0
46,1
11,0
36,0
40,2
27,6
39,0
43,0
43,0
4,3
38,0
6,3
46,0
48,0
39,0
31,0
8,0
39,0
27,6
48,4
8,0
4,0
11,1
11,0
8,1
21,0
38,0
27,0
5,0
27,8
6,7
8,0
6,6
44,0
21,0
21,0
33,0
39,0
22,0
34,0
44,5
8,0
21,0
48,248
22,0
8,0
46,0
24,0
11,9
27,8
38,0
27,10
48,0
11,0
21,0
43,0
11,7
35,2
9,0
43,0
8,1
4,0
48,2
11,18
22,0
38,0
35,1000
8,2
39,0
45,2
45,1
4,0
8,0
9,0
22,0
46,2
8,0
48,0
38,1
45,0
11,5
21,0
16,0
44,0
8,0
11,106
35,7
39,0
43,0
19,0
48,24
48,1
32,0
18,0
7,9
11,0
8,0
22,0
24,41
38,0
4,0
4,41
24,0
1,0
29,0
46,0
4,2
35,0
31,0
16,0
21,0
46,0
4,0
8,0
15,0
19,0
39,0
39,0
45,3
31,2
8,0
11,0
46,0
6,1369
31,5
8,0
38,1
24,0
11,0
27,14
11,8
34,0
18,0
24,0
11,0
48,0
16,0
38,0
39,0
27,2
4,0
47,0
8,3
8,0
21,0
8,7
3,0
8,0
38,0
8,0
48,0
21,0
16,0
16,0
39,0
38,5
11,0
45,0
8,1
4,4
48,0
15,0
45,3
4,5
31,0
48,0
22,0
39,0
8,0
8,0
17,0
22,0
38,0
35,0
27,0
35,0
4,0
22,0
27,0
4,0
33,5
8,0
8,0
8,0
4,0
48,0
35,0
44,0
22,0
4,0
21,0
35,0
48,0
38,0
33,0
46,0
11,53
46,0
7,0
8,0
46,6
8,0
11,4
31,7
21,0
4,14
39,0
39,0
11,32
44,0
11,0
48,0
48,0
35,20
16,0
22,0
39,0
11,0
25,0
38,0
22,0
45,70
30,2
35,0
11,0
4,1
11,0
46,4
26,1
4,0
27,56
38,0
8,0
45,3
8,0
39,0
17,0
4,0
22,0
8,3
11,4
39,0
44,6
46,0
6,22
38,2
16,0
11,5
48,0
43,0
11,200
44,0
11,5
39,0
27,18
11,0
27,6
11,0
46,58
31,2
8,0
39,0
8,1
48,3
33,0
44,0
