event_date,country_id,latitud,longitud,fatalities
2014-10-02,11,5.48333,7.03041,0
2002-09-20,48,-4.325,15.32222,0
2013-09-24,5,9.59804,-13.6306,0
2013-02-12,33,15.9182,2.4022,0
2004-02-09,4,12.95425,22.86693,0
2011-03-30,24,30.51667,18.56667,0
2001-06-10,22,8.76862,-12.78733,0
2004-01-17,4,13.46667,24.75,500
2003-04-19,9,7.26278,-8.15972,350
2013-04-28,24,32.8925,13.18,0
1998-02-06,22,8.43583,-13.21861,0
2013-11-08,38,31.03917,30.46914,0
2000-11-22,42,-19.8436,34.8389,0
2011-12-05,39,-26.20227,28.04364,0
2015-06-12,24,32.76704,22.63669,9
2002-10-08,48,-2.94373,25.92237,0
2004-10-10,4,12.25105,25.11884,1
2015-05-08,8,3.9418,43.7902,1
2006-08-06,28,33.59278,-7.61916,0
2007-11-23,8,8.47358,47.35441,0
2014-12-13,4,13.27806,24.4475,15
2014-12-09,18,12.53198,-15.94515,1
2015-06-17,48,-6.53545,28.94214,0
2013-03-08,38,29.97371,32.52627,0
2014-12-01,36,12.1085,15.0482,0
2015-05-13,39,-29.99571,30.82633,0
2015-11-17,24,32.8925,13.18,0
2015-12-05,36,13.5334,14.31013,27
2015-10-21,11,6.49789,3.38292,0
2011-08-16,16,36.38,3.9014,0
2015-04-23,46,-0.5833,36.6167,0
2014-03-18,8,3.85194,45.56512,14
2014-07-27,42,-22.47583,33.84444,0
1999-09-20,35,-14.4666,16.3,0
2015-07-30,38,27.7314,30.84165,0
2008-10-08,8,5.34743,48.5262,0
2014-03-21,4,12.35462,26.537,0
2003-12-18,46,-1.28333,36.81667,0
2013-06-27,24,32.8925,13.18,0
2014-09-21,24,32.09709,20.12919,1
2012-06-27,39,-29.98639,30.91853,0
2014-04-05,8,1.71305,44.76388,3
2013-09-11,24,32.8925,13.18,0
2014-01-14,11,11.84644,13.16027,0
1998-08-16,20,6.1319,1.2228,0
2011-06-13,8,1.85,43.52,1
2012-08-22,38,30.04442,31.2357,0
2008-04-05,39,-25.69619,28.74918,0
2014-04-20,16,36.70655,3.87489,0
2014-05-13,36,12.1085,15.0482,0
2012-07-22,8,1.71305,44.76388,3
2013-09-23,4,15.6365,32.53034,0
1997-08-14,21,-17.8333,31.05,0
2009-03-15,17,-15.43,28.3,0
2011-11-05,8,6.42639,46.70553,0
2003-07-07,44,1.97556,32.53861,1
2013-04-19,8,1.78586,44.5313,1
2012-11-19,48,-2.69438,27.3465,0
2002-12-01,11,7.1962,5.58681,24
1999-02-28,23,15.08333,37.16667,0
2002-06-12,46,-0.9,34.5333,0
2013-06-10,8,2.15,45.116,0
2015-12-03,8,9.93869,43.18392,0
2013-05-15,1,-18.9386,47.5167,0
2013-03-22,8,1.71305,44.76388,1
2012-01-11,11,9.61389,6.55694,1
2013-05-18,8,8.47358,47.35441,0
2010-11-03,8,2.01951,45.31,1
2003-10-10,9,5.34111,-4.02809,0
2014-05-15,24,32.11766,20.12928,1
2005-07-15,44,3.4114,30.9867,0
2015-03-04,18,12.70806,-15.55694,0
2007-10-31,48,-1.4,28.81667,0
2014-11-23,8,3.11718,43.6469,2
1999-02-10,35,-7.35,14.85,0
2015-02-04,39,-26.20227,28.04364,0
2013-01-21,39,-33.91799,25.57007,0
2011-10-27,39,-33.91799,25.57007,0
2005-04-04,10,-4.26,15.28,0
2003-03-04,21,-17.85806,31.03722,0
2007-12-15,8,2.04393,45.3,0
2011-09-11,23,15.7,39.41667,0
2011-09-04,48,-4.3011,28.9441,0
2010-04-15,6,9.78583,42.77528,0
2013-06-30,38,30.78847,31.00192,0
2012-01-09,42,-15.5,33.0,1
1998-06-26,48,-1.69333,29.23389,0
2003-10-15,6,4.1786,42.0589,4
2011-09-07,6,9.35,42.8,0
1999-05-31,48,-2.5,28.8667,0
2008-10-06,21,-16.6666,30.7,0
2014-01-08,46,-0.49271,37.35645,0
2003-08-05,44,3.23667,33.09306,9
2014-06-10,4,12.69403,28.4307,0
2009-07-11,16,36.7525,3.04197,0
2003-08-18,27,4.36197,18.58664,1
2015-08-10,38,30.07708,31.28591,0
2013-09-21,4,14.40041,33.5184,0
2014-05-07,48,-1.19953,28.7369,4
2015-01-21,27,4.36197,18.58664,0
1999-12-01,34,-17.9333,19.7667,0
2014-03-03,4,13.64546,24.08294,0
2013-10-02,4,13.62639,25.35594,2
2005-06-10,8,2.7333,41.0166,0
1997-05-11,48,-4.325,15.32222,0
2008-01-13,46,1.0167,35.0,7
2012-04-13,6,8.0,35.0,50
2015-07-15,39,-25.66667,27.25,0
2012-01-10,11,10.31344,9.84327,0
2014-01-10,31,9.30667,29.78333,5
2013-08-23,38,31.20168,29.94458,0
2014-05-02,8,2.04045,45.36,7
2003-05-05,9,7.26278,-8.15972,0
2014-04-08,27,6.34817,16.89891,5
2014-09-30,16,36.46667,4.28333,0
2001-01-12,4,6.43527,29.61199,0
2012-03-03,43,35.82539,10.63699,0
2005-01-30,48,1.96626,30.50562,0
2013-01-29,38,30.07708,31.28591,0
2008-10-30,48,-1.1869,29.44613,0
2009-08-21,48,-2.5,28.8667,0
1997-06-20,35,-5.57582,12.18712,11
2010-06-20,8,2.04393,45.3,1
2002-12-12,27,4.36197,18.58664,0
2013-10-29,8,-0.36029,42.54626,0
2014-04-23,4,10.55902,34.28953,0
2001-12-27,46,-4.05,39.66667,3
2003-01-30,45,-3.3638,29.868,10
2014-06-30,8,2.06516,45.39,2
2002-04-10,44,1.2167,30.8167,0
2015-10-20,39,-34.03932,18.67916,0
2012-08-26,11,11.747,11.9608,1
2013-01-07,44,0.4244,33.2042,0
2004-03-09,39,-26.20227,28.04364,0
2011-04-29,24,31.94046,10.66177,0
2013-02-19,31,8.53476,28.11143,11
2015-01-01,48,1.56667,30.25,1
2009-04-25,11,4.73733,6.96601,0
2015-03-04,27,5.52298,21.93665,3
1999-12-21,34,-18.05,20.8166,0
2008-02-20,39,-25.74486,28.18783,0
2014-12-08,11,11.25,13.41667,10
2008-11-03,39,-32.88333,28.06667,0
2012-05-04,4,11.27543,25.14026,2
2001-12-21,21,-17.0,29.3333,0
2014-10-01,42,-25.9653,32.5892,0
2010-02-11,30,0.3901,9.4544,0
2002-07-18,16,36.63709,3.69474,1
2002-02-15,25,13.5667,-15.8333,0
2014-08-13,38,31.13159,33.79844,0
2014-07-19,43,36.08497,9.37082,0
2015-12-22,46,-0.1,34.75,1
2008-10-14,21,-17.8333,31.05,0
2013-09-26,4,11.139,22.966,26
2001-03-22,16,36.64262,2.69007,2
2013-02-03,8,3.41659,45.40853,1
2001-06-04,46,0.2833,34.75,0
2015-02-25,39,-26.35626,28.38208,0
2012-09-22,29,16.8177,-11.8359,0
1998-05-03,16,36.38,3.9014,12
2015-03-01,8,8.45582,48.39132,0
2013-09-23,8,2.08438,45.39,0
2007-04-20,1,-18.1667,49.3833,0
2012-12-17,8,2.71437,44.50902,0
2015-01-17,38,31.20717,29.91671,0
2010-07-06,8,4.92629,45.21723,0
2010-03-10,11,9.92849,8.89212,2
2000-04-15,21,-18.75171,30.8963,0
1999-03-31,22,9.39013,-11.76774,0
2005-12-16,36,13.4667,22.2,170
2010-01-21,11,9.51667,9.1,7
2009-02-06,44,2.2,34.6,0
2001-10-04,21,-18.2166,28.9333,0
2012-01-05,8,0.5172,42.071,0
2013-10-25,38,29.97371,32.52627,0
2015-04-03,8,3.11718,43.6469,2
2010-11-06,4,15.02069,23.70458,0
2012-12-26,31,9.02133,27.628,0
2014-04-30,27,7.61732,16.96694,2
2014-02-08,4,11.58681,26.5357,1
2012-12-31,8,0.4833,42.7666,1
2015-04-08,43,34.70486,11.2012,0
2015-01-27,33,16.27167,-0.04472,3
2008-09-27,16,35.40417,8.12417,3
2011-11-18,38,30.04442,31.2357,0
2013-02-15,3,6.69306,-10.35417,0
2012-05-05,11,11.84644,13.16027,3
2013-02-08,38,30.8248,30.81805,0
2009-04-25,16,36.5873,4.28604,1
2007-10-17,46,0.66667,35.78333,2
2001-06-01,35,-8.2333,19.5333,0
2015-11-05,24,30.75545,20.22626,1
2002-01-16,21,-20.0833,31.6167,0
1999-12-04,11,5.51667,5.75,12
2008-05-26,45,-3.1928,29.6389,0
2005-08-30,16,36.81694,3.85722,0
2011-10-04,38,24.09082,32.89942,0
2002-04-02,8,3.11718,43.6469,0
2011-07-13,12,4.0469,9.7084,5
2008-06-11,11,4.81496,5.60911,0
2007-03-22,8,6.14568,46.62712,0
2012-03-26,39,-33.92528,18.42389,0
2009-10-01,42,-14.3703,39.9203,0
2011-05-29,8,4.73598,45.20427,0
2013-02-03,48,-2.62405,28.38367,0
2011-06-14,48,-1.69333,29.23389,0
2013-03-15,39,-27.4296,32.06658,0
2014-04-05,39,-25.74486,28.18783,0
2005-05-17,44,2.59222,32.18667,7
1998-06-15,23,14.69833,39.42917,0
2011-02-10,38,30.05,31.25,0
2015-10-17,38,31.25654,32.28412,0
2004-02-25,8,2.04139,45.33372,1
1998-06-01,21,-17.8333,31.05,0
2010-07-23,11,5.06985,5.87175,0
2013-04-26,38,31.20168,29.94458,0
2013-08-10,8,2.15,45.116,0
2010-05-15,38,31.2878,34.2369,1
2013-04-08,6,7.37583,41.82025,3
2012-03-07,11,9.61389,6.55694,0
2010-01-25,8,2.04139,45.33372,0
2015-11-26,44,0.615,33.485,0
2014-08-06,48,1.24848,30.03246,0
2009-06-18,16,36.7525,3.04197,0
2005-10-14,4,4.08991,30.67164,2
2009-04-29,4,4.57097,28.41041,0
2014-01-08,8,4.6205,43.3502,0
2001-05-25,46,-1.27169,36.84969,0
1999-08-19,6,3.56917,39.08333,1
2015-02-01,11,11.84644,13.16027,500
2005-11-01,17,-15.25,23.1333,0
2012-10-31,21,-18.35,29.9167,0
2004-01-07,4,13.62639,25.35594,0
2008-06-24,21,-18.01274,31.07555,0
2007-03-07,8,2.04139,45.33372,0
2015-10-23,8,10.68253,43.94315,0
2004-03-31,21,-17.8333,31.05,0
2012-08-26,8,2.04393,45.3,3
2014-01-12,11,6.45306,3.39583,0
2006-06-30,16,35.3758,1.3131,0
2013-03-05,4,13.4771,23.31169,0
2013-07-26,39,-33.86624,18.5297,0
2013-11-12,11,10.64697,12.91104,3
2015-02-03,27,6.99038,19.19154,3
2014-04-15,31,9.25252,29.78826,0
2015-12-28,38,31.1143,30.94012,1
2005-02-16,21,-17.0,29.3333,0
2014-12-04,13,14.3358,-1.32697,0
2006-06-02,8,0.5172,42.071,0
2012-10-16,39,-33.92528,18.42389,0
2010-03-28,8,2.02764,45.33,0
2012-07-11,33,15.66,0.5,0
2005-02-14,48,-2.08721,28.64636,0
2014-01-25,38,30.07708,31.28591,0
2008-09-08,4,6.81868,29.69952,15
2015-11-21,48,-2.96318,27.18477,0
2015-09-04,8,1.24477,42.57317,4
2000-01-10,48,1.56667,30.25,0
1998-10-08,4,4.41818,32.57668,0
2002-04-03,10,-4.45,15.06,0
2013-07-29,43,35.16758,8.83651,8
2014-10-22,38,28.10988,30.7503,0
2011-11-14,8,2.04803,45.32,0
2014-05-10,11,10.98052,13.66307,0
2015-10-18,24,30.75545,20.22626,1
2015-04-16,48,1.2979,30.22236,2
2013-10-30,27,5.26667,17.65,4
2000-09-07,44,3.27833,32.88667,6
2008-06-06,8,2.87123,43.00434,0
2003-08-24,44,2.75,32.5,0
2005-07-20,23,15.3167,39.5013,161
2004-05-06,46,-1.28333,36.81667,1
2013-06-11,8,2.08438,45.39,0
2002-12-18,44,2.76667,32.30556,0
2013-09-26,38,31.20168,29.94458,0
2012-03-07,39,-22.34881,30.04074,0
1998-03-26,39,-33.92528,18.42389,0
2004-06-07,8,2.87123,43.00434,1
2001-07-23,39,-26.19816,28.02194,0
1998-06-23,44,2.76667,32.30556,4
2008-07-07,4,8.68,28.57,0
2001-10-07,16,36.7525,3.04197,9
2014-06-16,27,5.8523,22.29871,3
2013-01-16,9,5.66916,-4.57027,0
2007-04-12,7,-2.4861,29.5478,0
2010-07-29,16,36.71183,4.04591,5
2011-04-22,11,10.52224,7.43828,1
2003-12-21,5,9.5091,-13.7122,0
2014-03-25,11,7.4229,8.3362,60
2014-02-08,18,12.8833,-13.6833,0
2014-12-14,3,6.33697,-10.74083,0
2014-09-05,24,32.17222,13.02028,0
2013-12-25,46,-4.2875,39.56611,1
2015-05-24,8,8.55281,46.22389,0
2006-10-01,17,-13.6333,32.65,0
2014-10-13,8,8.2516,46.31572,0
1998-03-18,22,8.75261,-12.49716,0
2015-10-12,4,13.24172,24.06628,0
2001-11-11,21,-18.2166,28.9333,0
2012-01-31,39,-29.14997,31.06665,3
2010-06-30,8,2.04139,45.33372,0
2015-04-18,8,3.80958,43.24628,1
2012-03-19,8,2.05492,45.33,0
2014-05-23,33,16.27167,-0.04472,0
2007-01-05,11,4.28653,6.07226,0
2006-06-29,27,9.6101,21.68695,0
2005-04-14,4,12.64675,25.27015,0
2015-09-25,38,30.12303,31.13571,9
2013-07-07,38,31.13159,33.79844,1
2014-01-31,8,-0.0128,42.4032,5
2007-12-22,46,-4.05,39.66667,0
2008-04-07,21,-19.3333,31.4333,0
2010-04-19,39,-25.47288,28.09919,0
2002-03-01,21,-16.6666,30.7,0
2006-06-01,16,36.58972,2.4475,0
2013-11-15,42,-15.1197,39.2647,0
2014-11-23,35,-8.83833,13.23444,0
2014-12-16,48,-8.64359,27.35094,0
2010-04-14,39,-25.63473,27.78022,0
2015-03-28,8,2.24904,45.11543,0
2007-09-29,8,8.47358,47.35441,0
2002-10-19,9,6.87472,-6.45194,20
2013-11-15,38,30.06667,31.3,0
2002-10-06,9,7.96111,-6.67306,0
2003-11-12,44,2.25728,33.17778,22
1998-12-27,4,11.93723,31.23963,0
2014-11-12,27,4.36197,18.58664,0
1998-07-15,22,9.1,-12.2,0
2015-04-12,38,30.00808,31.21093,1
2012-11-18,46,-1.27169,36.84969,0
2014-12-28,11,11.7091,11.0694,1
2014-10-16,8,1.1132,44.0297,1
2015-08-20,39,-25.63473,27.78022,0
2002-02-15,35,-12.7,16.0333,3
2014-06-01,8,4.6205,43.3502,74
2012-04-26,44,0.31,32.595,0
2015-12-09,39,-22.9711,30.6736,0
2012-07-05,38,30.05,31.25,0
2012-09-03,48,-1.4,28.81667,0
1997-06-15,22,9.14866,-11.95953,0
2014-04-05,9,5.257,-3.963,0
2011-01-24,48,4.34048,28.13578,0
2011-04-10,48,0.7,29.51667,0
2005-03-15,39,-26.55,29.16667,0
2006-06-19,44,1.72194,34.71361,2
2008-07-15,39,-34.05341,18.62365,0
2013-04-21,39,-25.85891,28.18577,0
2012-05-09,8,2.04393,45.3,7
2011-08-27,24,31.20892,16.58866,0
2015-04-05,24,32.09709,20.12919,0
2003-01-15,45,-3.2706,29.6219,4
2003-10-18,4,13.62639,25.35594,0
2013-10-11,38,30.10047,31.30945,0
2001-09-26,21,-17.8833,30.7,0
2015-03-04,24,32.8925,13.18,0
2004-05-07,8,2.04139,45.33372,5
2015-08-15,43,35.23923,8.80993,1
2002-12-01,21,-18.7166,31.9833,0
1998-12-14,35,-7.3667,20.8167,0
2013-01-03,46,-1.7667,38.25,1
2005-01-15,48,0.1833,29.1167,0
1998-06-15,35,-8.5166,14.4166,0
2013-08-02,46,3.5,36.0,4
2013-06-08,8,-0.36029,42.54626,0
2008-06-17,36,14.22,21.38,0
1997-01-01,22,8.20359,-12.06021,0
2002-04-08,39,-25.2,30.2,0
2012-07-24,8,2.35,45.3833,2
2014-06-23,24,32.06478,20.14933,1
2005-11-18,8,11.0,47.11667,0
2013-02-02,39,-26.26667,27.86667,0
2012-05-04,8,6.76924,47.43061,0
1998-10-06,48,-0.35,25.4833,0
2009-09-18,22,8.4133,-13.1361,0
1999-01-06,22,8.46861,-13.19306,0
2008-12-18,47,13.52,2.12,0
1997-07-15,22,8.25091,-12.33707,0
2013-11-10,8,-0.36029,42.54626,1
2004-01-13,8,4.73598,45.20427,0
2014-01-17,38,30.1285,31.36432,0
2014-11-30,8,2.04393,45.3,0
2010-08-29,8,2.04393,45.3,0
2014-07-15,8,2.08438,45.39,0
1998-09-24,11,6.01673,4.89477,23
2004-05-17,36,12.1085,15.0482,0
2003-03-02,21,-18.1333,30.15,0
2014-04-24,11,12.66106,13.27945,44
2015-05-04,11,4.7832,6.31324,0
2014-04-06,39,-29.8579,31.0292,0
2015-06-03,27,7.69757,18.62994,2
2008-03-02,46,-1.28333,36.81667,0
2014-10-26,24,32.03333,20.06667,1
2005-07-24,9,5.93417,-4.22139,2
2014-12-06,8,2.71437,44.50902,4
2005-01-27,42,-25.9606,32.585,0
2010-10-05,39,-26.20227,28.04364,1
2015-05-04,48,1.00172,27.1573,0
2012-10-24,11,11.65583,13.42133,2
2015-02-10,43,33.13783,11.21965,0
2010-10-02,39,-33.92528,18.42389,0
2014-01-22,24,27.03766,14.42832,11
2015-04-21,8,0.5172,42.071,0
2014-02-21,31,9.5409,31.65206,0
2003-01-04,3,5.08,-7.56,0
2015-01-10,8,1.6584,44.57998,0
2015-10-03,39,-26.1772,28.2219,1
1998-10-05,35,-13.4,15.4166,0
2015-04-12,27,7.30099,18.28514,0
2012-04-11,46,-4.08394,39.66161,1
1997-04-17,11,5.51667,5.75,2
2009-09-27,48,4.14162,27.8997,14
2013-09-12,39,-29.13333,26.2,0
2015-02-09,38,31.2163,34.11074,6
2015-03-11,38,30.29636,31.74633,0
1999-09-21,11,4.4522,7.16808,0
2014-05-02,43,35.20678,8.68265,0
1998-02-27,47,16.97,7.99,0
2005-08-29,8,2.06777,45.35,0
2001-02-07,48,-2.69438,27.3465,0
2008-05-14,23,12.7125,43.1367,0
2002-02-28,21,-19.65,31.1667,0
1997-06-17,22,7.31642,-11.30588,0
2008-01-22,45,-3.1666,29.3833,1
2004-02-22,39,-30.18333,30.76667,1
2009-12-18,48,-1.4,28.81667,15
2012-07-05,11,7.85,9.78333,0
2013-04-28,8,3.50187,42.15471,1
2004-03-22,8,2.04139,45.33372,3
2013-02-10,33,16.27167,-0.04472,2
2013-09-16,27,5.26667,17.65,8
2005-05-29,46,1.23333,35.11667,0
2009-03-29,48,1.56667,30.25,0
2012-12-30,46,-1.26141,36.86081,0
1997-11-20,35,-14.25,15.1,1
2014-01-10,38,30.60427,32.27225,0
2001-11-16,11,11.84644,13.16027,4
2013-10-07,8,2.61945,44.89357,0
2014-03-22,11,7.38778,3.89639,0
2012-07-19,6,11.92,39.1,0
2012-11-03,8,2.04393,45.3,0
2010-10-15,21,-16.56017,31.58141,0
2013-11-11,8,2.06777,45.35,2
2008-09-04,8,2.01951,45.31,0
1999-02-16,35,-11.4833,16.7,0
2014-06-28,11,9.25,8.45,10
2005-04-17,20,6.1319,1.2228,6
2013-03-01,38,30.07708,31.28591,0
2014-09-05,1,-18.17687,45.22499,1
2008-02-03,46,-0.3,36.0833,9
2012-06-11,43,36.78394,10.15634,0
2015-01-17,12,12.0769,15.0306,0
2014-01-15,4,15.57253,32.53635,0
2010-07-28,8,2.0168,45.28,1
2010-02-06,4,13.44127,22.4454,0
1997-05-26,22,8.75,-12.5,0
2001-03-05,21,-17.81778,31.04472,0
2014-09-11,27,4.36197,18.58664,2
2011-04-14,8,-0.36029,42.54626,1
2013-11-09,8,10.0097,47.4821,0
1998-02-01,22,8.88333,-12.05,0
2015-11-24,38,31.13159,33.79844,5
1999-06-06,46,3.35,38.7,6
2014-01-12,31,6.21437,31.56201,0
2015-06-17,21,-19.45,29.82,0
2002-06-15,4,9.25252,29.78826,0
2011-08-14,48,-1.4,28.81667,0
2009-05-21,8,2.97043,45.53468,1
2008-06-21,21,-20.95822,29.67769,0
1998-12-29,45,-3.9561,29.4539,0
2009-05-18,48,-0.36751,29.57297,0
2006-06-24,44,2.9806,34.1331,1
2013-01-28,8,9.55975,44.06678,0
2014-03-05,27,4.36197,18.58664,0
2000-12-12,18,12.48,-16.37,0
2011-08-19,24,32.64861,14.26191,0
2013-11-26,26,-5.0667,39.65,0
2013-11-20,24,31.20892,16.58866,1
2014-06-06,4,9.82383,24.8543,0
1998-11-14,35,-8.85,16.8166,0
2012-04-17,39,-34.03932,18.67916,0
2013-08-14,8,0.30463,41.43938,0
2014-07-12,8,3.3685,43.6726,6
2013-10-08,8,-0.0128,42.4032,0
1999-06-08,39,-33.92528,18.42389,0
2003-12-08,46,0.2833,34.75,0
2014-11-19,46,3.99023,37.26595,4
2015-06-22,8,3.2284,45.581,1
2014-06-30,38,31.13159,33.79844,0
2014-06-15,48,-1.42805,28.07264,0
1998-11-30,21,-17.8333,31.05,0
2001-09-17,21,-17.8333,31.05,0
2006-02-28,48,-1.32706,29.49798,0
2012-11-27,11,9.63972,8.86889,10
2010-06-27,8,9.55975,44.06678,4
2015-03-09,4,13.62639,25.35594,0
2014-10-14,39,-26.66667,27.93333,0
2004-11-06,9,5.34111,-4.02809,0
2015-01-21,8,4.0806,45.8621,20
2007-02-23,11,4.77742,7.0134,1
2014-07-21,27,5.93116,15.59295,0
2007-11-12,46,0.8099,34.45643,1
2008-02-04,48,-2.468,28.8202,0
2014-02-16,43,35.20678,8.68265,0
1998-08-07,11,7.38778,3.89639,10
2000-08-10,6,9.44,41.9833,41
1998-09-25,48,-5.93701,29.17853,0
1998-11-20,35,-11.4833,16.7,0
1998-02-14,22,7.31642,-11.30588,0
2008-09-17,48,4.2333,28.75,20
2014-06-18,18,16.51094,-14.64867,0
2007-07-11,16,36.88856,4.11984,1
2015-11-15,4,14.04793,35.38835,0
1998-02-15,22,7.55,-12.7,0
2008-07-05,21,-17.64694,31.7775,0
2015-01-16,16,36.4686,2.8289,0
2010-04-20,11,11.0069,6.51731,10
2005-08-31,44,2.76667,32.30556,50
2008-05-05,21,-15.75,29.33333,0
2014-04-12,16,32.49094,3.67347,1
2014-03-02,24,31.20892,16.58866,2
2011-08-25,11,10.16139,12.7399,13
2014-04-05,31,9.38333,31.4,0
2008-05-04,21,-20.95822,29.67769,0
2010-06-07,11,6.45306,3.39583,0
1999-01-23,46,0.3167,38.2,0
2008-04-30,8,2.06777,45.35,0
2015-03-28,9,5.35581,-3.88537,0
2003-08-08,3,6.31,-10.8,0
2015-02-05,13,11.1772,-4.2979,0
1998-11-26,44,0.6167,30.2167,1
2015-01-03,16,27.19678,2.47913,0
2001-01-28,45,-4.1144,29.98,5
2013-11-17,4,14.20647,24.64988,1
2010-09-13,6,9.78583,42.77528,37
2015-01-06,33,14.68,-6.016,1
1997-05-15,22,9.53981,-11.3642,0
2011-08-30,39,-26.20227,28.04364,0
2008-08-27,8,2.22043,45.22585,0
2005-10-29,8,4.2333,47.7333,0
2003-07-16,45,-3.4525,30.4058,5
2009-04-01,8,8.2516,46.31572,1
2015-11-19,48,0.78481,29.60256,2
2014-06-09,11,12.00012,8.51672,0
2013-01-30,46,-1.05,36.9,0
2015-01-03,38,28.55006,34.01604,0
2003-05-09,44,2.25728,33.17778,0
2014-11-02,4,13.62639,25.35594,0
2013-11-01,38,27.18096,31.18368,0
2011-09-24,8,-0.36029,42.54626,0
2010-09-04,21,-18.2166,32.75,0
2001-07-12,35,-8.58,13.6641,8
2015-10-21,48,3.6795,27.88957,0
2014-04-29,43,33.13783,11.21965,0
1999-04-24,35,-6.45,14.8,0
2014-07-25,22,7.87669,-11.18992,0
2003-08-23,38,30.05,31.25,0
1998-02-15,22,7.87395,-11.34525,0
2006-11-22,48,-1.57128,29.05362,0
2003-09-13,28,33.9,-5.55,1
2010-05-19,16,36.72328,3.61807,2
1999-03-25,8,3.11718,43.6469,0
2008-09-14,11,4.67545,6.68029,0
2013-10-22,48,-1.69333,29.23389,0
2015-07-21,8,2.40735,42.97655,0
2015-05-21,39,-33.92528,18.42389,0
2014-01-26,38,29.97371,32.52627,4
2001-01-13,9,5.34111,-4.02809,0
2015-01-22,8,4.75,45.2,0
2015-02-03,8,11.28366,49.1806,0
2005-07-26,48,-2.08721,28.64636,2
2011-04-13,9,5.34111,-4.02809,2
2014-10-17,24,31.9585,13.30202,0
2003-08-08,48,-4.7667,28.1833,14
2015-11-27,15,10.5167,0.1,2
2015-03-02,15,5.60519,-0.16679,0
2015-03-22,39,-33.92528,18.42389,0
2015-01-26,38,30.11891,31.34045,0
2011-01-25,43,34.425,8.7417,0
2009-01-28,48,-1.4,28.81667,50
2003-03-13,17,-15.4166,28.2833,0
2002-07-01,16,36.30554,2.2248,2
2010-05-04,8,2.04139,45.33372,1
2009-07-03,21,-17.315,31.89083,0
2015-08-02,38,29.30995,30.8418,2
2012-10-10,8,-1.25001,41.49349,6
2011-04-23,46,-4.267,39.6,0
2012-12-07,8,2.08438,45.39,0
2013-12-06,38,30.11416,31.3139,0
2011-03-14,8,2.04393,45.3,5
2011-02-14,39,-29.61667,30.38333,0
2000-05-17,22,8.64484,-13.22276,0
1999-09-26,16,35.40417,8.12417,2
2001-05-24,46,-1.27169,36.84969,0
2013-10-16,11,6.31625,8.11691,0
2012-08-30,31,6.79433,33.12967,0
1997-05-27,45,-3.3772,29.358,0
2011-08-08,8,2.01951,45.31,0
2001-07-13,22,7.60738,-12.1787,0
1997-04-01,48,0.51469,25.18963,0
2015-06-09,9,6.31667,-5.98333,0
2004-03-18,11,8.5,4.55,0
2003-03-31,44,2.8333,32.1667,8
2008-06-24,8,4.73598,45.20427,0
2004-05-06,9,5.34111,-4.02809,0
2013-06-02,16,36.9,7.76667,0
2013-08-23,38,28.10988,30.7503,0
2004-11-24,42,-19.5492,34.6244,0
2003-07-04,21,-17.80528,30.92667,1
2014-02-14,38,28.31214,30.71007,1
2005-01-11,11,5.48986,6.00743,0
2008-06-23,21,-17.8333,31.05,0
2014-05-28,24,32.03333,20.06667,0
2011-01-22,16,36.7525,3.04197,0
2012-05-05,26,-1.5,34.55,1
2000-06-02,4,9.25252,29.78826,60
2014-03-15,8,4.12303,43.89012,0
2003-01-18,8,2.04139,45.33372,0
2013-07-30,8,2.09955,45.16352,0
2013-03-09,11,11.66667,9.93139,7
2009-07-01,48,4.72173,27.67558,1
2002-08-13,44,2.88194,32.45056,0
2003-08-08,8,2.04139,45.33372,2
2013-06-26,38,31.03637,31.38069,2
2015-01-06,11,13.09466,13.82343,400
2012-08-12,8,5.68118,46.68325,3
2013-04-28,8,-0.36029,42.54626,1
2003-02-22,21,-17.29639,31.32972,0
2014-09-27,8,3.11718,43.6469,0
2012-05-09,31,6.21437,31.56201,2
2015-02-11,8,4.1209,44.03645,1
1998-07-01,22,9.1,-12.2,0
2014-01-18,4,13.31014,25.08774,0
2015-12-25,8,-0.36029,42.54626,0
1999-08-15,35,-14.4666,16.3,0
2015-10-27,8,1.95362,41.07459,0
2015-12-13,43,33.13783,11.21965,0
1999-06-27,35,-12.7761,15.7391,0
1999-09-12,11,11.84644,13.16027,0
2014-12-11,31,9.07318,30.87925,11
2010-05-29,8,2.04936,45.31986,2
2000-07-26,18,12.6497,-15.4261,0
2011-04-30,24,32.37535,15.09254,0
2013-03-16,43,36.8,10.18333,0
2010-04-20,8,3.70338,47.01585,0
2004-12-28,46,1.0167,35.0,0
2014-05-27,24,32.76704,22.63669,1
1997-04-25,48,-5.75,12.2833,0
2014-12-18,43,36.81897,10.16579,0
2014-08-13,8,-0.36029,42.54626,2
2013-09-30,4,11.139,22.966,10
2001-07-03,21,-17.8794,31.1244,2
2007-06-19,11,4.83333,6.0,0
2005-07-12,46,2.95,38.18333,25
2000-06-30,16,36.71183,4.04591,10
2015-01-08,24,30.75545,20.22626,2
2012-03-17,8,9.47107,46.62836,0
2011-02-23,8,9.40701,45.06358,0
2015-04-01,44,3.00094,31.7816,0
2002-09-10,4,11.78979,34.35986,2
2012-11-08,1,-19.5167,45.4667,1
2014-03-21,38,30.53766,31.67875,0
2001-10-20,48,2.7666,27.6166,0
2011-11-10,8,0.30463,41.43938,0
2014-01-17,38,24.09082,32.89942,0
